Source,Target,Weight,Emiten,Position,Company
 MARSHAL MARTINUS TISSADHARMA ,LIPPO CIKARANG TBK,5,LPCK, DIRECTOR ,LIPPO CIKARANG TBK
 INDRYANARUM ,LIPPO CIKARANG TBK,5,LPCK, DIRECTOR ,LIPPO CIKARANG TBK
 AGUS BENJAMIN ,LIPPO GENERAL INSURANCE TBK.,5,LPGI, PRESIDENT DIRECTOR ,LIPPO GENERAL INSURANCE TBK.
 CHOI HYUNHEE ,LIPPO GENERAL INSURANCE TBK.,5,LPGI, VICE PRESIDEN DIRECTOR ,LIPPO GENERAL INSURANCE TBK.
 GILBERT DEDDY NAIBAHO ,LIPPO GENERAL INSURANCE TBK.,5,LPGI, DIRECTOR ,LIPPO GENERAL INSURANCE TBK.
 KWON GI HAN ,LIPPO GENERAL INSURANCE TBK.,5,LPGI, DIRECTOR ,LIPPO GENERAL INSURANCE TBK.
 HERRY SENJAYA ,MULTI PRIMA SEJAHTERA TBK,5,LPIN, PRESIDENT DIRECTOR ,MULTI PRIMA SEJAHTERA TBK
 CHRYSOLOGUS RN SINULINGGA ,MULTI PRIMA SEJAHTERA TBK,5,LPIN, DIRECTOR ,MULTI PRIMA SEJAHTERA TBK
 HERY SOEGIARTO ,MULTI PRIMA SEJAHTERA TBK,5,LPIN, DIRECTOR ,MULTI PRIMA SEJAHTERA TBK
 MARLO BUDIMAN ,LIPPO KARAWACI TBK.,5,LPKR, PRESIDENT DIRECTOR ,LIPPO KARAWACI TBK.
 SURYA TATANG ,LIPPO KARAWACI TBK.,5,LPKR, DIRECTOR ,LIPPO KARAWACI TBK.
 MARSHAL MARTINUS TISSADHARMA ,LIPPO KARAWACI TBK.,5,LPKR, DIRECTOR ,LIPPO KARAWACI TBK.
 DION LESWARA ,LIPPO KARAWACI TBK.,5,LPKR, DIRECTOR ,LIPPO KARAWACI TBK.
 DAVID IMAN SANTOSA ,LIPPO KARAWACI TBK.,5,LPKR, DIRECTOR ,LIPPO KARAWACI TBK.
 FENDI SANTOSO ,LIPPO KARAWACI TBK.,5,LPKR, DIRECTOR ,LIPPO KARAWACI TBK.
 HERRY SENJAYA ,STAR PACIFIC TBK,5,LPLI, PRESIDENT DIRECTOR ,STAR PACIFIC TBK
 JUNARTO SINAMBUNG AGUNG ,STAR PACIFIC TBK,5,LPLI, DIRECTOR ,STAR PACIFIC TBK
 HENI WIDJAJA ,STAR PACIFIC TBK,5,LPLI, DIRECTOR ,STAR PACIFIC TBK
 BUNJAMIN JONATAN MAILOOL ,MATAHARI DEPARTMENT STORE TBK.,5,LPPF, PRESIDENT DIRECTOR ,MATAHARI DEPARTMENT STORE TBK.
 MONISH MANOHAR MASUKHANI ,MATAHARI DEPARTMENT STORE TBK.,5,LPPF, VICE PRESIDEN DIRECTOR ,MATAHARI DEPARTMENT STORE TBK.
 IRWIN ABUTHAN ,MATAHARI DEPARTMENT STORE TBK.,5,LPPF, DIRECTOR ,MATAHARI DEPARTMENT STORE TBK.
 HERNI DIAN ANGGREANI ,MATAHARI DEPARTMENT STORE TBK.,5,LPPF, DIRECTOR ,MATAHARI DEPARTMENT STORE TBK.
 CHRYSOLOGUS RN SINULINGGA ,LENOX PASIFIK INVESTAMA TBK.,5,LPPS, PRESIDENT DIRECTOR ,LENOX PASIFIK INVESTAMA TBK.
 MERRY MARYATI ,LENOX PASIFIK INVESTAMA TBK.,5,LPPS, DIRECTOR ,LENOX PASIFIK INVESTAMA TBK.
 SOERBAKTI GUSTI TERKELIN ,EKA SARI LORENA TRANSPORT TBK.,5,LRNA, PRESIDENT DIRECTOR ,EKA SARI LORENA TRANSPORT TBK.
 DWI RIANTA SOERBAKTI ,EKA SARI LORENA TRANSPORT TBK.,5,LRNA, DIRECTOR ,EKA SARI LORENA TRANSPORT TBK.
 EKA SARI LORENA SOERBAKTI ,EKA SARI LORENA TRANSPORT TBK.,5,LRNA, DIRECTOR ,EKA SARI LORENA TRANSPORT TBK.
 IR SOLON APRIN TARIGAN ,EKA SARI LORENA TRANSPORT TBK.,5,LRNA, DIRECTOR ,EKA SARI LORENA TRANSPORT TBK.
 TAN AGUSTINUS DERMAWAN ,PP LONDON SUMATRA INDONESIA TBK.,5,LSIP, PRESIDENT DIRECTOR ,PP LONDON SUMATRA INDONESIA TBK.
 TIO EDDY HARIYANTO ,PP LONDON SUMATRA INDONESIA TBK.,5,LSIP, DIRECTOR ,PP LONDON SUMATRA INDONESIA TBK.
 JOEFLY JOESOEF BAHROENY ,PP LONDON SUMATRA INDONESIA TBK.,5,LSIP, DIRECTOR ,PP LONDON SUMATRA INDONESIA TBK.
 IN SHE ,PP LONDON SUMATRA INDONESIA TBK.,5,LSIP, DIRECTOR ,PP LONDON SUMATRA INDONESIA TBK.
 PETER KRADOLFER ,PP LONDON SUMATRA INDONESIA TBK.,5,LSIP, DIRECTOR ,PP LONDON SUMATRA INDONESIA TBK.
 FERDI GUNAWAN ,PP LONDON SUMATRA INDONESIA TBK.,5,LSIP, DIRECTOR ,PP LONDON SUMATRA INDONESIA TBK.
 HARRIJANTO KUSUMO ,PP LONDON SUMATRA INDONESIA TBK.,5,LSIP, DIRECTOR ,PP LONDON SUMATRA INDONESIA TBK.
 HERLINA SUGIARTO ,PP LONDON SUMATRA INDONESIA TBK.,5,LSIP, DIRECTOR ,PP LONDON SUMATRA INDONESIA TBK.
 ROGERS HADIKUSUMA WIRAWAN ,PP LONDON SUMATRA INDONESIA TBK.,5,LSIP, DIRECTOR ,PP LONDON SUMATRA INDONESIA TBK.
 INDRAWAN MASRIN ,LAUTAN LUAS TBK.,5,LTLS, PRESIDENT DIRECTOR ,LAUTAN LUAS TBK.
 JOSHUA CHANDRAPUTRA ASALI ,LAUTAN LUAS TBK.,5,LTLS, DIRECTOR ,LAUTAN LUAS TBK.
 SOEWANDHI SOEKAMTO ,LAUTAN LUAS TBK.,5,LTLS, DIRECTOR ,LAUTAN LUAS TBK.
 ELLY MARIANA TANSIL M ,LAUTAN LUAS TBK.,5,LTLS, DIRECTOR ,LAUTAN LUAS TBK.
 HENDRIK GUNAWAN ,LAUTAN LUAS TBK.,5,LTLS, DIRECTOR ,LAUTAN LUAS TBK.
 SUBAKTI SETIAWAN ,LAUTAN LUAS TBK.,5,LTLS, DIRECTOR ,LAUTAN LUAS TBK.
 JOSEPHINE HANDAYANI HIDAJAT ,SENTRAL MITRA INFORMATIKA TBK.,5,LUCK, PRESIDENT DIRECTOR ,SENTRAL MITRA INFORMATIKA TBK.
 CHRISTINE HERAWATI HIDAJAT ,SENTRAL MITRA INFORMATIKA TBK.,5,LUCK, DIRECTOR ,SENTRAL MITRA INFORMATIKA TBK.
 CAROLINE HIMAWATI HIDAJAT ,SENTRAL MITRA INFORMATIKA TBK.,5,LUCK, DIRECTOR ,SENTRAL MITRA INFORMATIKA TBK.
 PHILLIP WARREN ,SENTRAL MITRA INFORMATIKA TBK.,5,LUCK, DIRECTOR ,SENTRAL MITRA INFORMATIKA TBK.
 HERMANSYAH ,LIMA DUA LIMA TIGA TBK.,5,LUCY, PRESIDENT DIRECTOR ,LIMA DUA LIMA TIGA TBK.
 RYAD ,LIMA DUA LIMA TIGA TBK.,5,LUCY, DIRECTOR ,LIMA DUA LIMA TIGA TBK.
 RIZA MUSA ,MULTI AGRO GEMILANG PLANTATION TBK.,5,MAGP, PRESIDENT DIRECTOR ,MULTI AGRO GEMILANG PLANTATION TBK.
 SUHERMAN ,MULTI AGRO GEMILANG PLANTATION TBK.,5,MAGP, DIRECTOR ,MULTI AGRO GEMILANG PLANTATION TBK.
  ,MULTI AGRO GEMILANG PLANTATION TBK.,5,MAGP,  ,MULTI AGRO GEMILANG PLANTATION TBK.
  ,MULTI AGRO GEMILANG PLANTATION TBK.,5,MAGP,  ,MULTI AGRO GEMILANG PLANTATION TBK.
 YENNY HAMIDAH KOEAN ,MANDIRI HERINDO ADIPERKASA TBK.,5,MAHA, PRESIDENT DIRECTOR ,MANDIRI HERINDO ADIPERKASA TBK.
 HANDY GLIVIRGO ,MANDIRI HERINDO ADIPERKASA TBK.,5,MAHA, DIRECTOR ,MANDIRI HERINDO ADIPERKASA TBK.
 TAN SRI LAU TUANG NGUANG ,MALINDO FEEDMILL TBK.,5,MAIN, PRESIDENT DIRECTOR ,MALINDO FEEDMILL TBK.
 LAU JOO KIANG ,MALINDO FEEDMILL TBK.,5,MAIN, DIRECTOR ,MALINDO FEEDMILL TBK.
 REWIN HANRAHAN ,MALINDO FEEDMILL TBK.,5,MAIN, DIRECTOR ,MALINDO FEEDMILL TBK.
 LAU JOO KEAT ,MALINDO FEEDMILL TBK.,5,MAIN, DIRECTOR ,MALINDO FEEDMILL TBK.
 LAU JOO HWA ,MALINDO FEEDMILL TBK.,5,MAIN, DIRECTOR ,MALINDO FEEDMILL TBK.
 RUDY HARTONO HUSIN ,MALINDO FEEDMILL TBK.,5,MAIN, DIRECTOR ,MALINDO FEEDMILL TBK.
 DATO ABDUL AZIM BIN MOHAMAD ZABIDI ,MALINDO FEEDMILL TBK.,5,MAIN, DIRECTOR ,MALINDO FEEDMILL TBK.
 NI KETUT MARIANI ,MANGGUNG POLAHRAYA TBK.,5,MANG, PRESIDENT DIRECTOR ,MANGGUNG POLAHRAYA TBK.
 LIE KURNIAWAN ,MANGGUNG POLAHRAYA TBK.,5,MANG, DIRECTOR ,MANGGUNG POLAHRAYA TBK.
 MOHAMAD RAVIALI ,MANGGUNG POLAHRAYA TBK.,5,MANG, DIRECTOR ,MANGGUNG POLAHRAYA TBK.
 SATRIJO HERU BROHO ,MANGGUNG POLAHRAYA TBK.,5,MANG, DIRECTOR ,MANGGUNG POLAHRAYA TBK.
 NICHOLAS JONES ,MAP AKTIF ADIPERKASA TBK.,5,MAPA, PRESIDENT DIRECTOR ,MAP AKTIF ADIPERKASA TBK.
 HANDAKA SANTOSA ,MAP AKTIF ADIPERKASA TBK.,5,MAPA, VICE PRESIDENT ,MAP AKTIF ADIPERKASA TBK.
 SAMEER PRASAD ,MAP AKTIF ADIPERKASA TBK.,5,MAPA, DIRECTOR ,MAP AKTIF ADIPERKASA TBK.
 SJENIWATI GUSMAN ,MAP AKTIF ADIPERKASA TBK.,5,MAPA, DIRECTOR ,MAP AKTIF ADIPERKASA TBK.
 MIQUEL RODRIGO STAAL ,MAP AKTIF ADIPERKASA TBK.,5,MAPA, DIRECTOR ,MAP AKTIF ADIPERKASA TBK.
  ,MAP BOGA ADIPERKASA TBK.,5,MAPB, PRESIDENT DIRECTOR ,MAP BOGA ADIPERKASA TBK.
  ,MAP BOGA ADIPERKASA TBK.,5,MAPB, DIRECTOR ,MAP BOGA ADIPERKASA TBK.
  ,MAP BOGA ADIPERKASA TBK.,5,MAPB, DIRECTOR ,MAP BOGA ADIPERKASA TBK.
  ,MAP BOGA ADIPERKASA TBK.,5,MAPB, DIRECTOR ,MAP BOGA ADIPERKASA TBK.
 H.B.L. MANTIRI ,MITRA ADIPERKASA TBK.,5,MAPI, PRESIDENT DIRECTOR ,MITRA ADIPERKASA TBK.
 V.P. SHARMA ,MITRA ADIPERKASA TBK.,5,MAPI, VICE PRESIDEN DIRECTOR ,MITRA ADIPERKASA TBK.
 SUSIANA LATIF ,MITRA ADIPERKASA TBK.,5,MAPI, DIRECTOR ,MITRA ADIPERKASA TBK.
 HANDAKA SANTOSA ,MITRA ADIPERKASA TBK.,5,MAPI, DIRECTOR ,MITRA ADIPERKASA TBK.
 SJENIWATI GUSMAN ,MITRA ADIPERKASA TBK.,5,MAPI, DIRECTOR ,MITRA ADIPERKASA TBK.
 SEAN GUSTAV STANDISH HUGHES ,MITRA ADIPERKASA TBK.,5,MAPI, DIRECTOR ,MITRA ADIPERKASA TBK.
 DONNY KURNIAWAN CHANDRA ,MAHAKA RADIO INTEGRA TBK.,5,MARI, DIRECTOR ,MAHAKA RADIO INTEGRA TBK.
 ADE WAHYU SETIAWAN ,MAHAKA RADIO INTEGRA TBK.,5,MARI, PRESIDENT DIRECTOR ,MAHAKA RADIO INTEGRA TBK.
 NIKEN SISTHA SISMAYA ,MAHAKA RADIO INTEGRA TBK.,5,MARI, DIRECTOR ,MAHAKA RADIO INTEGRA TBK.
 RIDWAN ,MARK DYNAMICS INDONESIA TBK.,5,MARK, PRESIDENT DIRECTOR ,MARK DYNAMICS INDONESIA TBK.
 SUTIYOSO BIN RISMAN ,MARK DYNAMICS INDONESIA TBK.,5,MARK, DIRECTOR ,MARK DYNAMICS INDONESIA TBK.
 CAHAYA DEWI BORU SURBAKTI ,MARK DYNAMICS INDONESIA TBK.,5,MARK, DIRECTOR ,MARK DYNAMICS INDONESIA TBK.
 RIANA ,MARK DYNAMICS INDONESIA TBK.,5,MARK, DIRECTOR ,MARK DYNAMICS INDONESIA TBK.
 CHOW KUN JIAN ,MARK DYNAMICS INDONESIA TBK.,5,MARK, DIRECTOR ,MARK DYNAMICS INDONESIA TBK.
 HO DANNY HARTONO ,BANK MULTIARTA SENTOSA TBK.,5,MASB, PRESIDENT DIRECTOR ,BANK MULTIARTA SENTOSA TBK.
 FELY RETNOWATI ,BANK MULTIARTA SENTOSA TBK.,5,MASB, DIRECTOR ,BANK MULTIARTA SENTOSA TBK.
 BUDI AFANDI WINOTO ,BANK MULTIARTA SENTOSA TBK.,5,MASB, DIRECTOR ,BANK MULTIARTA SENTOSA TBK.
 RAHMAT BAGAS SANTOSO ,BANK MULTIARTA SENTOSA TBK.,5,MASB, DIRECTOR ,BANK MULTIARTA SENTOSA TBK.
 BUDI SETIAWAN ,BANK MULTIARTA SENTOSA TBK.,5,MASB, DIRECTOR ,BANK MULTIARTA SENTOSA TBK.
 EDWIN ARIONO ,BANK MULTIARTA SENTOSA TBK.,5,MASB, DIRECTOR ,BANK MULTIARTA SENTOSA TBK.
 SARKORO HANDAJANI ,MAXINDO KARYA ANUGERAH TBK.,5,MAXI, PRESIDENT DIRECTOR ,MAXINDO KARYA ANUGERAH TBK.
 CAROLINA RENATA DJAJA ,MAXINDO KARYA ANUGERAH TBK.,5,MAXI, DIRECTOR ,MAXINDO KARYA ANUGERAH TBK.
 GARRETT SURYOWIJOYO KARTONO ,MAXINDO KARYA ANUGERAH TBK.,5,MAXI, DIRECTOR ,MAXINDO KARYA ANUGERAH TBK.
 HARIYONO TJAHJARIJADI ,BANK MAYAPADA INTERNASIONAL TBK.,5,MAYA, PRESIDENT DIRECTOR ,BANK MAYAPADA INTERNASIONAL TBK.
 RUDY MULYONO ,BANK MAYAPADA INTERNASIONAL TBK.,5,MAYA, DIRECTOR ,BANK MAYAPADA INTERNASIONAL TBK.
 THOMAS ARIFIN ,BANK MAYAPADA INTERNASIONAL TBK.,5,MAYA, VICE PRESIDENT ,BANK MAYAPADA INTERNASIONAL TBK.
 YOHANES SUHARDI ,BANK MAYAPADA INTERNASIONAL TBK.,5,MAYA, DIRECTOR ,BANK MAYAPADA INTERNASIONAL TBK.
 KHOIRUDIN ,MITRABARA ADIPERDANA TBK.,5,MBAP, PRESIDENT DIRECTOR ,MITRABARA ADIPERDANA TBK.
 YULIUS LEONARDO ,MITRABARA ADIPERDANA TBK.,5,MBAP, DIRECTOR ,MITRABARA ADIPERDANA TBK.
 HELMY PARAMADITYA ,MITRABARA ADIPERDANA TBK.,5,MBAP, DIRECTOR ,MITRABARA ADIPERDANA TBK.
 DANI PRASTIADI ,MITRABARA ADIPERDANA TBK.,5,MBAP, DIRECTOR ,MITRABARA ADIPERDANA TBK.
 TEDDY NURYANTO OETOMO ,MERDEKA BATTERY MATERIALS TBK.,5,MBMA, PRESIDENT DIRECTOR ,MERDEKA BATTERY MATERIALS TBK.
 TITIEN SUPENO ,MERDEKA BATTERY MATERIALS TBK.,5,MBMA, DIRECTOR ,MERDEKA BATTERY MATERIALS TBK.
 ANTHONY KARTONO TAN ,MERDEKA BATTERY MATERIALS TBK.,5,MBMA, DIRECTOR ,MERDEKA BATTERY MATERIALS TBK.
  ,MERDEKA BATTERY MATERIALS TBK.,5,MBMA,  ,MERDEKA BATTERY MATERIALS TBK.
 ZHANG HAO ,MITRABAHTERA SEGARA SEJATI TBK.,5,MBSS, PRESIDENT DIRECTOR ,MITRABAHTERA SEGARA SEJATI TBK.
 SUSAN FAUSTINE ,MITRABAHTERA SEGARA SEJATI TBK.,5,MBSS, DIRECTOR ,MITRABAHTERA SEGARA SEJATI TBK.
 BRYAN DAVID EMIL ,MARTINA BERTO TBK.,5,MBTO, PRESIDENT DIRECTOR ,MARTINA BERTO TBK.
 KILALA TILAAR ,MARTINA BERTO TBK.,5,MBTO, DIRECTOR ,MARTINA BERTO TBK.
 JOS IRWIN HARTANTO ,MARTINA BERTO TBK.,5,MBTO, DIRECTOR ,MARTINA BERTO TBK.
 MARTIN SUHARLIE ,M CASH INTEGRASI TBK.,5,MCAS, PRESIDENT DIRECTOR ,M CASH INTEGRASI TBK.
 SURYANDY JAHJA ,M CASH INTEGRASI TBK.,5,MCAS, DIRECTOR ,M CASH INTEGRASI TBK.
 RACHEL STEPHANIE MARSAULINA SIAGIAN ,M CASH INTEGRASI TBK.,5,MCAS, DIRECTOR ,M CASH INTEGRASI TBK.
 STANLEY TJIANDRA ,M CASH INTEGRASI TBK.,5,MCAS, DIRECTOR ,M CASH INTEGRASI TBK.
 HANDY GLIVIRGO ,PRIMA ANDALAN MANDIRI TBK.,5,MCOL, PRESIDENT DIRECTOR ,PRIMA ANDALAN MANDIRI TBK.
 ERITA KASIH TJIA ,PRIMA ANDALAN MANDIRI TBK.,5,MCOL, DIRECTOR ,PRIMA ANDALAN MANDIRI TBK.
 LIU CHEN ZHI ,PRIMA ANDALAN MANDIRI TBK.,5,MCOL, DIRECTOR ,PRIMA ANDALAN MANDIRI TBK.
 PATTA SOFYAN ,PRIMA ANDALAN MANDIRI TBK.,5,MCOL, DIRECTOR ,PRIMA ANDALAN MANDIRI TBK.
 JIANG YONGDONG ,BANK CHINA CONSTRUCTION BANK INDONESIA TBK.,5,MCOR, PRESIDENT DIRECTOR ,BANK CHINA CONSTRUCTION BANK INDONESIA TBK.
 ZHU YONG ,BANK CHINA CONSTRUCTION BANK INDONESIA TBK.,5,MCOR, DIRECTOR ,BANK CHINA CONSTRUCTION BANK INDONESIA TBK.
 JUNIANTO ,BANK CHINA CONSTRUCTION BANK INDONESIA TBK.,5,MCOR, DIRECTOR ,BANK CHINA CONSTRUCTION BANK INDONESIA TBK.
 ANDREAS HERMAN BASUKI ,BANK CHINA CONSTRUCTION BANK INDONESIA TBK.,5,MCOR, DIRECTOR ,BANK CHINA CONSTRUCTION BANK INDONESIA TBK.
 SURYATI BUDIYANTO ,BANK CHINA CONSTRUCTION BANK INDONESIA TBK.,5,MCOR, DIRECTOR ,BANK CHINA CONSTRUCTION BANK INDONESIA TBK.
 AHMAD RAHADIAN WIDARMANA ,INTERMEDIA CAPITAL TBK.,5,MDIA, PRESIDENT DIRECTOR ,INTERMEDIA CAPITAL TBK.
 RM. HARLIN ERLIANTO RAHARDJO ,INTERMEDIA CAPITAL TBK.,5,MDIA, DIRECTOR ,INTERMEDIA CAPITAL TBK.
 YUFLI GUNAWAN ,INTERMEDIA CAPITAL TBK.,5,MDIA, DIRECTOR ,INTERMEDIA CAPITAL TBK.
 EDWIN CHEAH YEW HONG ,DAYA INTIGUNA YASA TBK.,5,MDIY, PRESIDENT DIRECTOR ,DAYA INTIGUNA YASA TBK.
 RIKA JUNIATY TANZIL ,DAYA INTIGUNA YASA TBK.,5,MDIY, DIRECTOR ,DAYA INTIGUNA YASA TBK.
 FRIDA HERLINA MARPAUNG ,DAYA INTIGUNA YASA TBK.,5,MDIY, DIRECTOR ,DAYA INTIGUNA YASA TBK.
 HENDRA KURNIAWAN ,DAYA INTIGUNA YASA TBK.,5,MDIY, DIRECTOR ,DAYA INTIGUNA YASA TBK.
 MICHAEL ,DAYA INTIGUNA YASA TBK.,5,MDIY, DIRECTOR ,DAYA INTIGUNA YASA TBK.
 ALBERT SAPUTRO ,MERDEKA COPPER GOLD TBK.,5,MDKA, PRESIDENT DIRECTOR ,MERDEKA COPPER GOLD TBK.
 JASON LAURENCE GREIVE ,MERDEKA COPPER GOLD TBK.,5,MDKA, DIRECTOR ,MERDEKA COPPER GOLD TBK.
 GAVIN ARNOLD CAUDLE ,MERDEKA COPPER GOLD TBK.,5,MDKA, DIRECTOR ,MERDEKA COPPER GOLD TBK.
 HARDI WIJAYA LIONG ,MERDEKA COPPER GOLD TBK.,5,MDKA, DIRECTOR ,MERDEKA COPPER GOLD TBK.
  ,MERDEKA COPPER GOLD TBK.,5,MDKA,  ,MERDEKA COPPER GOLD TBK.
 DAVID THOMAS FOWLER ,MERDEKA COPPER GOLD TBK.,5,MDKA, DIRECTOR ,MERDEKA COPPER GOLD TBK.
 CHRISANTHUS SUPRIYO ,MERDEKA COPPER GOLD TBK.,5,MDKA, DIRECTOR ,MERDEKA COPPER GOLD TBK.
 TITIEN SUPENO ,MERDEKA COPPER GOLD TBK.,5,MDKA, DIRECTOR ,MERDEKA COPPER GOLD TBK.
 VIVIAN SETJAKUSUMA ,EMDEKI UTAMA TBK.,5,MDKI, PRESIDENT DIRECTOR ,EMDEKI UTAMA TBK.
 VINCENT SECAPRAMANA ,EMDEKI UTAMA TBK.,5,MDKI, DIRECTOR ,EMDEKI UTAMA TBK.
 YUDI CAHYONO ,EMDEKI UTAMA TBK.,5,MDKI, DIRECTOR ,EMDEKI UTAMA TBK.
 KRESTIJANTO PANDJI ,MEDELA POTENTIA TBK.,5,MDLA, PRESIDENT DIRECTOR ,MEDELA POTENTIA TBK.
 EDBERT OROTODAN ,MEDELA POTENTIA TBK.,5,MDLA, DIRECTOR ,MEDELA POTENTIA TBK.
 WIMALA WIDJAJA ,MEDELA POTENTIA TBK.,5,MDLA, DIRECTOR ,MEDELA POTENTIA TBK.
 WILLIAM HONORIS ,MODERNLAND REALTY TBK.,5,MDLN, PRESIDENT DIRECTOR ,MODERNLAND REALTY TBK.
 FETRIZAL BOBBY HERYUNDA ,MODERNLAND REALTY TBK.,5,MDLN, DIRECTOR ,MODERNLAND REALTY TBK.
 PASCALL WILSON ,MODERNLAND REALTY TBK.,5,MDLN, DIRECTOR ,MODERNLAND REALTY TBK.
 SAMI VEIKKO TAPIO MIETTINEN ,MODERNLAND REALTY TBK.,5,MDLN, DIRECTOR ,MODERNLAND REALTY TBK.
 SUNGKONO HONORIS ,MODERN INTERNASIONAL TBK.,5,MDRN, PRESIDENT DIRECTOR ,MODERN INTERNASIONAL TBK.
 LAURENTIUS LINGGODIGDO ,MODERN INTERNASIONAL TBK.,5,MDRN, DIRECTOR ,MODERN INTERNASIONAL TBK.
 HILMI PANIGORO ,MEDCO ENERGI INTERNASIONAL TBK.,5,MEDC, PRESIDENT DIRECTOR ,MEDCO ENERGI INTERNASIONAL TBK.
 ROBERTO LORATO ,MEDCO ENERGI INTERNASIONAL TBK.,5,MEDC, DIRECTOR ,MEDCO ENERGI INTERNASIONAL TBK.
 RONALD GUNAWAN ,MEDCO ENERGI INTERNASIONAL TBK.,5,MEDC, DIRECTOR ,MEDCO ENERGI INTERNASIONAL TBK.
 ANTHONY R. MATHIAS ,MEDCO ENERGI INTERNASIONAL TBK.,5,MEDC, DIRECTOR ,MEDCO ENERGI INTERNASIONAL TBK.
 AMRI SIAHAAN ,MEDCO ENERGI INTERNASIONAL TBK.,5,MEDC, DIRECTOR ,MEDCO ENERGI INTERNASIONAL TBK.
 DR. YENNY MARLINA ,HETZER MEDICAL INDONESIA TBK.,5,MEDS, PRESIDENT DIRECTOR ,HETZER MEDICAL INDONESIA TBK.
 HERRY ,HETZER MEDICAL INDONESIA TBK.,5,MEDS, DIRECTOR ,HETZER MEDICAL INDONESIA TBK.
" FANCY MARSIANA, SH ",HETZER MEDICAL INDONESIA TBK.,5,MEDS, DIRECTOR ,HETZER MEDICAL INDONESIA TBK.
 KOSTAMAN THAYIB ,BANK MEGA TBK.,5,MEGA, PRESIDENT DIRECTOR ,BANK MEGA TBK.
 INDIVARA ERNI ,BANK MEGA TBK.,5,MEGA, VICE PRESIDENT ,BANK MEGA TBK.
  ,BANK MEGA TBK.,5,MEGA, VICE PRESIDENT ,BANK MEGA TBK.
 MADI DARMADI LAZUARDI ,BANK MEGA TBK.,5,MEGA, DIRECTOR ,BANK MEGA TBK.
 MARTIN MULWANTO ,BANK MEGA TBK.,5,MEGA, DIRECTOR ,BANK MEGA TBK.
  ,BANK MEGA TBK.,5,MEGA, DIRECTOR ,BANK MEGA TBK.
 YUNI LASTIANTO ,BANK MEGA TBK.,5,MEGA, DIRECTOR ,BANK MEGA TBK.
 YB HARIANTONO ,BANK MEGA TBK.,5,MEGA, DIRECTOR ,BANK MEGA TBK.
 HERIWAN GAZALI ,BANK MEGA TBK.,5,MEGA, DIRECTOR ,BANK MEGA TBK.
 RICHIE ADRIAN HARTANTO S ,HARTA DJAYA KARYA TBK.,5,MEJA, PRESIDENT DIRECTOR ,HARTA DJAYA KARYA TBK.
 HABIBAH JANNAH ,HARTA DJAYA KARYA TBK.,5,MEJA, DIRECTOR ,HARTA DJAYA KARYA TBK.
 JOSEF DEWO PRAKOSO ,HARTA DJAYA KARYA TBK.,5,MEJA, DIRECTOR ,HARTA DJAYA KARYA TBK.
 MICHAEL MULYANTO ,MENN TEKNOLOGI INDONESIA TBK.,5,MENN, PRESIDENT DIRECTOR ,MENN TEKNOLOGI INDONESIA TBK.
 EDRICK PRAMANA ,MENN TEKNOLOGI INDONESIA TBK.,5,MENN, DIRECTOR ,MENN TEKNOLOGI INDONESIA TBK.
 HATMADITA RAMUNY ,MENN TEKNOLOGI INDONESIA TBK.,5,MENN, DIRECTOR ,MENN TEKNOLOGI INDONESIA TBK.
 ALVA CHRISTOPHER TJENDERASA ,MERRY RIANA EDUKASI TBK.,5,MERI, PRESIDENT DIRECTOR ,MERRY RIANA EDUKASI TBK.
 BUDI AGUSTI ,MERRY RIANA EDUKASI TBK.,5,MERI, DIRECTOR ,MERRY RIANA EDUKASI TBK.
 KHEZIA STEVI LIANA ,MERRY RIANA EDUKASI TBK.,5,MERI, DIRECTOR ,MERRY RIANA EDUKASI TBK.
 SRI MULIATI ,MERRY RIANA EDUKASI TBK.,5,MERI, DIRECTOR ,MERRY RIANA EDUKASI TBK.
 EVIE YULIN ,MERCK TBK.,5,MERK, PRESIDENT DIRECTOR ,MERCK TBK.
 BAMBANG NURCAHYO ,MERCK TBK.,5,MERK, DIRECTOR ,MERCK TBK.
 ARRYO ARITRIXSO WACHJUWIDAJAT ,MERCK TBK.,5,MERK, DIRECTOR ,MERCK TBK.
 M. RAMDANI BASRI ,NUSANTARA INFRASTRUCTURE TBK.,5,META, PRESIDENT DIRECTOR ,NUSANTARA INFRASTRUCTURE TBK.
 OMAR DANNI HASAN ,NUSANTARA INFRASTRUCTURE TBK.,5,META, DIRECTOR ,NUSANTARA INFRASTRUCTURE TBK.
 RIDWAN ABDUL CHALIF IRAWAN ,NUSANTARA INFRASTRUCTURE TBK.,5,META, DIRECTOR ,NUSANTARA INFRASTRUCTURE TBK.
 BENNY SETIAWAN SANTOSO ,NUSANTARA INFRASTRUCTURE TBK.,5,META, DIRECTOR ,NUSANTARA INFRASTRUCTURE TBK.
 DENN CHARLY GONZALES ESPANOLA ,NUSANTARA INFRASTRUCTURE TBK.,5,META, DIRECTOR ,NUSANTARA INFRASTRUCTURE TBK.
 FRANCIS EMMANUEL DALUPAN ROJAS ,NUSANTARA INFRASTRUCTURE TBK.,5,META, DIRECTOR ,NUSANTARA INFRASTRUCTURE TBK.
 SATRIA SURJATI ,NUSANTARA INFRASTRUCTURE TBK.,5,META, DIRECTOR ,NUSANTARA INFRASTRUCTURE TBK.
